row_index,born,bornCity,bornCountry,bornCountryCode,died,diedCountry,diedCountryCode,firstname,gender,id,surname
342,1874-11-29,Avanca,Portugal,PT,1955-12-13,Portugal,PT,Antonio Caetano de Abreu Freire Egas,male,348,Moniz
343,1886-03-08,"South Norwalk, CT",USA,US,1972-05-04,USA,US,Edward Calvin,male,349,Kendall
344,1897-07-20,Wloclawek,Poland,PL,1996-08-01,Switzerland,CH,Tadeus,male,350,Reichstein
345,1896-02-28,"Pittsburgh, PA",USA,US,1965-03-30,Jamaica,JM,Philip Showalter,male,351,Hench
346,1899-01-30,Pretoria,South Africa,ZA,1972-08-11,USA,US,Max,male,352,Theiler
347,1888-07-22,Priluka (now Nova Pryluka),Russian Empire (now Ukraine),UA,1973-08-16,USA,US,Selman Abraham,male,353,Waksman
348,1900-08-25,Hildesheim,Germany,DE,1981-11-22,United Kingdom,GB,Hans Adolf,male,354,Krebs
349,1899-06-12,Koenigsberg (now Kaliningrad),Germany (now Russia),RU,1986-07-24,USA,US,Fritz Albert,male,355,Lipmann
350,1897-02-10,"West Hartford, CT",USA,US,1985-09-08,USA,US,John Franklin,male,356,Enders
351,1915-06-15,"Ann Arbor, MI",USA,US,2008-08-23,USA,US,Thomas Huckle,male,357,Weller
352,1916-08-25,"Auburn, AL",USA,US,2003-08-04,USA,US,Frederick Chapman,male,358,Robbins
353,1903-07-06,Linköping,Sweden,SE,1982-08-15,Sweden,SE,Axel Hugo Theodor,male,359,Theorell
354,1895-09-24,Paris,France,FR,1988-02-19,USA,US,André Frédéric,male,360,Cournand
355,1904-08-29,Berlin,Germany,DE,1979-06-01,West Germany (now Germany),DE,Werner,male,361,Forssmann
356,1895-10-30,"Orange, NJ",USA,US,1973-02-23,USA,US,Dickinson W.,male,362,Richards
357,1907-03-23,Neuchâtel,Switzerland,CH,1992-04-08,Italy,IT,Daniel,male,363,Bovet
358,1903-10-22,"Wahoo, NE",USA,US,1989-06-09,USA,US,George Wells,male,364,Beadle
359,1909-12-14,"Boulder, CO",USA,US,1975-11-05,USA,US,Edward Lawrie,male,365,Tatum
360,1925-05-23,"Montclair, NJ",USA,US,2008-02-02,USA,US,Joshua,male,366,Lederberg
361,1905-09-24,Luarca,Spain,ES,1993-11-01,Spain,ES,Severo,male,367,Ochoa
362,1918-03-03,"Brooklyn, NY",USA,US,2007-10-26,USA,US,Arthur,male,368,Kornberg
363,1899-09-03,Traralgon,Australia,AU,1985-08-31,Australia,AU,Sir Frank Macfarlane,male,369,Burnet
364,1915-02-28,Rio de Janeiro,Brazil,BR,1987-10-02,United Kingdom,GB,Peter Brian,male,370,Medawar
365,1899-06-03,Budapest,Hungary,HU,1972-06-13,USA,US,Georg,male,371,von Békésy
366,1916-06-08,Northampton,United Kingdom,GB,2004-07-28,USA,US,Francis Harry Compton,male,372,Crick
367,1928-04-06,"Chicago, IL",USA,US,0000-00-00,,,James Dewey,male,373,Watson
368,1916-12-15,Pongaroa,New Zealand,NZ,2004-10-05,United Kingdom,GB,Maurice Hugh Frederick,male,374,Wilkins
369,1903-01-27,Melbourne,Australia,AU,1997-05-02,Switzerland,CH,Sir John Carew,male,375,Eccles
370,1914-02-05,Banbury,United Kingdom,GB,1998-12-20,United Kingdom,GB,Alan Lloyd,male,376,Hodgkin
371,1917-11-22,Hampstead,United Kingdom,GB,2012-05-30,United Kingdom,GB,Andrew Fielding,male,377,Huxley
372,1912-01-21,Neisse (now Nysa),Germany (now Poland),PL,2000-10-15,USA,US,Konrad,male,378,Bloch
373,1911-04-06,Munich,Germany,DE,1979-08-06,Germany,DE,Feodor,male,379,Lynen
374,1920-06-17,Nancy,France,FR,2013-04-19,France,FR,François,male,380,Jacob
375,1902-05-08,Ainay-le-Château,France,FR,1994-09-30,France,FR,André,male,381,Lwoff
376,1910-02-09,Paris,France,FR,1976-05-31,France,FR,Jacques,male,382,Monod
377,1879-10-05,"Baltimore, MD",USA,US,1970-02-16,USA,US,Peyton,male,383,Rous
378,1901-09-22,Halifax,Canada,CA,1997-01-12,USA,US,Charles Brenton,male,384,Huggins
379,1900-10-30,Helsinki,Russian Empire (now Finland),FI,1991-03-12,Sweden,SE,Ragnar,male,385,Granit
380,1903-12-22,"Bloomsburg, PA",USA,US,1983-03-17,USA,US,Haldan Keffer,male,386,Hartline
381,1906-11-18,"New York, NY",USA,US,1997-04-12,USA,US,George,male,387,Wald
382,1922-01-28,"Urbana, IL",USA,US,1993-02-11,USA,US,Robert W.,male,388,Holley
383,1922-01-09,Raipur,India,IN,2011-11-09,USA,US,Har Gobind,male,389,Khorana
384,1927-04-10,"New York, NY",USA,US,2010-01-15,USA,US,Marshall W.,male,390,Nirenberg
385,1906-09-04,Berlin,Germany,DE,1981-03-09,USA,US,Max,male,391,Delbrück
386,1908-12-04,"Owosso, MI",USA,US,1997-05-22,USA,US,Alfred D.,male,392,Hershey
387,1912-08-13,Torino,Italy,IT,1991-02-06,USA,US,Salvador E.,male,393,Luria
388,1911-03-26,Leipzig,Germany,DE,2003-04-20,United Kingdom,GB,Sir Bernard,male,394,Katz
389,1905-02-07,Stockholm,Sweden,SE,1983-03-09,Sweden,SE,Ulf,male,395,von Euler
390,1912-05-30,"New York, NY",USA,US,2004-12-29,USA,US,Julius,male,396,Axelrod
391,1915-11-19,"Burlingame, KS",USA,US,1974-03-09,USA,US,Earl W.,male,397,"Sutherland, Jr."
392,1929-07-01,"New York, NY",USA,US,2014-05-17,USA,US,Gerald M.,male,398,Edelman
393,1917-10-08,Newton-le-Willows,United Kingdom,GB,1985-09-06,United Kingdom,GB,Rodney R.,male,399,Porter
394,1886-11-20,Vienna,Austria,AT,1982-06-12,West Germany (now Germany),DE,Karl,male,400,von Frisch
395,1903-11-07,Vienna,Austria,AT,1989-02-27,Austria,AT,Konrad,male,401,Lorenz
396,1907-04-15,the Hague,the Netherlands,NL,1988-12-21,United Kingdom,GB,Nikolaas,male,402,Tinbergen
397,1898-08-24,Longlier,Belgium,BE,1983-05-22,Belgium,BE,Albert,male,403,Claude
398,1917-10-02,Thames Ditton,United Kingdom,GB,2013-05-04,Belgium,BE,Christian,male,404,de Duve
399,1912-11-19,Iasi,Romania,RO,2008-10-07,USA,US,George E.,male,405,Palade
400,1938-03-07,"New York, NY",USA,US,0000-00-00,,,David,male,406,Baltimore
401,1914-02-22,Catanzaro,Italy,IT,2012-02-19,USA,US,Renato,male,407,Dulbecco
402,1934-12-10,"Philadelphia, PA",USA,US,1994-02-09,USA,US,Howard Martin,male,408,Temin
403,1925-07-28,"New York, NY",USA,US,2011-04-05,USA,US,Baruch S.,male,409,Blumberg
404,1923-09-09,"Yonkers, NY",USA,US,2008-12-12,Norway,NO,D. Carleton,male,410,Gajdusek
405,1924-01-11,Dijon,France,FR,0000-00-00,,,Roger,male,411,Guillemin
406,1926-11-30,Wilno (now Vilnius),Poland (now Lithuania),LT,0000-00-00,,,Andrew V.,male,412,Schally
407,1921-07-19,"New York, NY",USA,US,2011-05-30,USA,US,Rosalyn,female,413,Yalow
408,1929-06-03,Gränichen,Switzerland,CH,0000-00-00,,,Werner,male,414,Arber
409,1928-10-30,"Wilmington, DE",USA,US,1999-11-16,USA,US,Daniel,male,415,Nathans
410,1931-08-23,"New York, NY",USA,US,0000-00-00,,,Hamilton O.,male,416,Smith
411,1924-02-23,Johannesburg,South Africa,ZA,1998-05-07,USA,US,Allan M.,male,417,Cormack
412,1919-08-28,Newark,United Kingdom,GB,2004-08-12,United Kingdom,GB,Godfrey N.,male,418,Hounsfield
413,1920-10-29,Caracas,Venezuela,VE,2011-08-02,USA,US,Baruj,male,419,Benacerraf
414,1916-10-19,Toulouse,France,FR,2009-06-06,Spain,ES,Jean,male,420,Dausset
415,1903-12-19,"Bradford, MA",USA,US,1996-06-06,USA,US,George D.,male,421,Snell
416,1913-08-20,"Hartford, CT",USA,US,1994-04-17,USA,US,Roger W.,male,422,Sperry
417,1926-02-27,"Windsor, ON",Canada,CA,2013-09-22,USA,US,David H.,male,423,Hubel
418,1924-06-03,Uppsala,Sweden,SE,0000-00-00,,,Torsten N.,male,424,Wiesel
419,1916-01-10,Stockholm,Sweden,SE,2004-08-15,Sweden,SE,Sune K.,male,425,Bergström
420,1934-05-21,Halmstad,Sweden,SE,0000-00-00,,,Bengt I.,male,426,Samuelsson
421,1927-03-29,Tardebigg,United Kingdom,GB,2004-11-19,United Kingdom,GB,John R.,male,427,Vane
422,1902-06-16,"Hartford, CT",USA,US,1992-09-02,USA,US,Barbara,female,428,McClintock
423,1911-12-23,London,United Kingdom,GB,1994-10-07,France,FR,Niels K.,male,429,Jerne
424,1946-04-17,Munich,Germany,DE,1995-03-01,Germany,DE,Georges J.F.,male,430,Köhler
425,1927-10-08,Bahia Blanca,Argentina,AR,2002-03-24,United Kingdom,GB,César,male,431,Milstein
426,1941-04-13,"New York, NY",USA,US,0000-00-00,,,Michael S.,male,432,Brown
427,1940-04-18,"Sumter, SC",USA,US,0000-00-00,,,Joseph L.,male,433,Goldstein
428,1922-11-17,"Brooklyn, NY",USA,US,0000-00-00,,,Stanley,male,434,Cohen
429,1909-04-22,Turin,Italy,IT,2012-12-30,Italy,IT,Rita,female,435,Levi-Montalcini
430,1939-09-05,Nagoya,Japan,JP,0000-00-00,,,Susumu,male,436,Tonegawa
431,1924-06-14,Uddingston,Scotland,GB,2010-03-21,,,Sir James W.,male,437,Black
432,1918-01-23,"New York, NY",USA,US,1999-02-21,USA,US,Gertrude B.,female,438,Elion
433,1905-04-18,"Hoquiam, WA",USA,US,1998-02-27,USA,US,George H.,male,439,Hitchings
434,1936-02-22,"York, PA",USA,US,0000-00-00,,,J. Michael,male,440,Bishop
435,1939-12-18,"Oceanside, NY",USA,US,0000-00-00,,,Harold E.,male,441,Varmus
436,1919-04-01,"Milford, MA",USA,US,2012-11-26,USA,US,Joseph E.,male,442,Murray
437,1920-03-15,"Mart, TX",USA,US,2012-10-20,USA,US,E. Donnall,male,443,Thomas
438,1944-03-20,Landsberg,Germany,DE,0000-00-00,,,Erwin,male,444,Neher
439,1942-06-12,Stuttgart,Germany,DE,0000-00-00,,,Bert,male,445,Sakmann
440,1920-04-06,Shanghai,China,CN,0000-00-00,,,Edmond H.,male,446,Fischer
441,1918-06-06,"Lansing, IA",USA,US,2009-12-21,USA,US,Edwin G.,male,447,Krebs
442,1943-09-06,Derby,United Kingdom,GB,0000-00-00,,,Richard J.,male,448,Roberts
443,1944-06-06,"Falmouth, KY",USA,US,0000-00-00,,,Phillip A.,male,449,Sharp
444,1941-07-01,"New Haven, CT",USA,US,2015-12-23,USA,US,Alfred G.,male,450,Gilman
445,1925-12-01,"Baltimore, MD",USA,US,1998-12-07,USA,US,Martin,male,451,Rodbell
446,1918-05-20,"Wilkes-Barre, PA",USA,US,2004-07-21,USA,US,Edward B.,male,452,Lewis
447,1942-10-20,Magdeburg,Germany,DE,0000-00-00,,,Christiane,female,453,Nüsslein-Volhard
448,1947-06-08,"South Bend, IN",USA,US,0000-00-00,,,Eric F.,male,454,Wieschaus
449,1940-10-15,Brisbane,Australia,AU,0000-00-00,,,Peter C.,male,455,Doherty
450,1944-01-06,Basel,Switzerland,CH,0000-00-00,,,Rolf M.,male,456,Zinkernagel
451,1942-05-28,"Des Moines, IA",USA,US,0000-00-00,,,Stanley B.,male,457,Prusiner
452,1916-06-04,"Charleston, SC",USA,US,2009-05-19,USA,US,Robert F.,male,458,Furchgott
453,1941-05-31,"Brooklyn, NY",USA,US,0000-00-00,,,Louis J.,male,459,Ignarro
454,1936-09-14,"Whiting, IN",USA,US,0000-00-00,,,Ferid,male,460,Murad
455,1936-05-21,Waltersdorf (now Niegoslawice),Germany (now Poland),PL,2018-02-18,USA,US,Günter,male,461,Blobel
456,1828-05-08,Geneva,Switzerland,CH,1910-10-30,Switzerland,CH,Jean Henry,male,462,Dunant
457,1822-05-20,Paris,France,FR,1912-06-12,France,FR,Frédéric,male,463,Passy
458,1833-02-19,Geneva,Switzerland,CH,1906-12-07,Switzerland,CH,Élie,male,464,Ducommun
459,1843-05-21,Tramelan,Switzerland,CH,1914-03-16,Switzerland,CH,Charles Albert,male,465,Gobat
460,1828-03-18,Fareham,United Kingdom,GB,1908-07-22,United Kingdom,GB,William Randal,male,466,Cremer
461,0000-00-00,,,,0000-00-00,,,Institut de droit international (Institute of International Law),org,467,
462,1843-06-09,Prague,Austrian Empire (now Czech Republic),CZ,1914-06-21,Austria,AT,Baroness Bertha Sophie Felicita,female,468,"von Suttner, née Countess Kinsky von Chinic und Tettau"
463,1858-10-27,"New York, NY",USA,US,1919-01-06,USA,US,Theodore,male,470,Roosevelt
464,1833-09-20,Milan,Austrian Empire (now Italy),IT,1918-02-10,Italy,IT,Ernesto Teodoro,male,471,Moneta
465,1843-05-21,Autun,France,FR,1918-02-08,France,FR,Louis,male,472,Renault
466,1844-10-27,Gothenburg,Sweden,SE,1916-02-20,Sweden,SE,Klas Pontus,male,473,Arnoldson
467,1837-04-21,Næstved,Denmark,DK,1922-01-22,Denmark,DK,Fredrik,male,474,Bajer
468,1829-07-26,Ostend,Belgium,BE,1912-10-06,Switzerland,CH,Auguste Marie François,male,475,Beernaert
469,1852-11-22,La Flèche,France,FR,1924-05-15,France,FR,Paul Henri Benjamin Balluet,male,476,"d'Estournelles de Constant, Baron de Constant de Rebecque"
470,0000-00-00,,,,0000-00-00,,,Bureau international permanent de la Paix (Permanent International Peace Bureau),org,477,
471,1838-04-28,Amsterdam,the Netherlands,NL,1913-07-29,the Netherlands,NL,Tobias Michael Carel,male,478,Asser
472,1864-11-11,Vienna,Austria,AT,1921-05-05,Austria,AT,Alfred Hermann,male,479,Fried
473,1845-02-15,"Clinton, NY",USA,US,1937-02-07,USA,US,Elihu,male,480,Root
474,1854-04-22,Brussels,Belgium,BE,1943-05-14,Belgium,BE,Henri,male,481,La Fontaine
475,0000-00-00,,,,0000-00-00,,,Comité international de la Croix Rouge (International Committee of the Red Cross),org,482,
476,1856-12-28,"Staunton, VA",USA,US,1924-02-03,USA,US,Thomas Woodrow,male,483,Wilson
477,1851-05-21,Paris,France,FR,1925-09-29,France,FR,Léon Victor Auguste,male,484,Bourgeois
478,1860-11-23,Stockholm,Sweden,SE,1925-02-24,Sweden,SE,Karl Hjalmar,male,485,Branting
479,1869-09-17,Stavanger,Norway,NO,1938-12-11,Norway,NO,Christian Lous,male,486,Lange
480,1861-10-10,Kristiania (now Oslo),Norway,NO,1930-05-13,Norway,NO,Fridtjof,male,487,Nansen
481,1863-10-16,Birmingham,United Kingdom,GB,1937-03-16,United Kingdom,GB,Sir Austen,male,488,Chamberlain
482,1865-08-27,"Marietta, OH",USA,US,1951-04-23,USA,US,Charles Gates,male,489,Dawes
483,1862-03-28,Nantes,France,FR,1932-03-07,France,FR,Aristide,male,490,Briand
484,1878-05-10,Berlin,Germany,DE,1929-10-03,Germany,DE,Gustav,male,491,Stresemann
485,1841-12-20,Paris,France,FR,1932-02-16,France,FR,Ferdinand,male,492,Buisson
486,1858-03-23,Bremen,Germany,DE,1941-03-04,Switzerland,CH,Ludwig,male,493,Quidde
487,1856-12-22,"Potsdam, NY",USA,US,1937-12-21,USA,US,Frank Billings,male,494,Kellogg
488,1866-01-15,Trönö,Sweden,SE,1931-07-12,Sweden,SE,Lars Olof Jonathan (Nathan),male,495,Söderblom
489,1860-09-06,"Cedarville, IL",USA,US,1935-05-21,USA,US,Jane,female,496,Addams
490,1862-04-02,"Elizabeth, NJ",USA,US,1947-12-07,USA,US,Nicholas Murray,male,497,Butler
491,1872-12-26,Holbeach,United Kingdom,GB,1967-10-07,United Kingdom,GB,Sir Norman,male,498,Angell (Ralph Lane)
492,1863-09-13,Glasgow,Scotland,GB,1935-10-20,United Kingdom,GB,Arthur,male,499,Henderson
493,1889-10-03,Hamburg,Germany,DE,1938-05-04,Germany,DE,Carl,male,500,von Ossietzky
494,1878-11-01,Buenos Aires,Argentina,AR,1959-05-05,Argentina,AR,Carlos,male,501,Saavedra Lamas
495,1864-09-14,London,United Kingdom,GB,1958-11-24,United Kingdom,GB,"Cecil of Chelwood, Viscount",male,502,(Lord Edgar Algernon Robert Gascoyne Cecil)
496,0000-00-00,,,,0000-00-00,,,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),org,503,
497,1871-10-02,"Olympus, TN",USA,US,1955-07-23,USA,US,Cordell,male,505,Hull
498,1867-01-08,"Jamaica Plain, MA (now Boston)",USA,US,1961-01-09,USA,US,Emily Greene,female,506,Balch
499,1865-05-25,"Livingston Manor, NY",USA,US,1955-01-31,USA,US,John Raleigh,male,507,Mott
500,0000-00-00,,,,0000-00-00,,,Friends Service Council (The Quakers),org,508,
501,0000-00-00,,,,0000-00-00,,,American Friends Service Committee (The Quakers),org,509,
502,1880-09-23,Kilmaurs,Scotland,GB,1971-06-25,Scotland,GB,Lord (John),male,510,Boyd Orr of Brechin
503,1904-08-07,"Detroit, MI",USA,US,1971-12-09,USA,US,Ralph,male,511,Bunche
504,1879-07-01,Paris,France,FR,1954-04-28,France,FR,Léon,male,512,Jouhaux
505,1875-01-14,Kaysersberg,Germany (now France),FR,1965-09-04,Gabon,GA,Albert,male,513,Schweitzer
506,1880-12-31,"Uniontown, PA",USA,US,1959-10-16,USA,US,George Catlett,male,514,Marshall
507,0000-00-00,,,,0000-00-00,,,Office of the United Nations High Commissioner for Refugees (UNHCR),org,515,
508,1897-04-23,Toronto,Canada,CA,1972-12-27,Canada,CA,Lester Bowles,male,516,Pearson
509,1910-02-10,Dinant,Belgium,BE,1969-01-30,Belgium,BE,Georges,male,517,Pire
510,1889-11-01,London,United Kingdom,GB,1982-10-08,United Kingdom,GB,Philip J.,male,518,Noel-Baker
511,1898-00-00,Bulawayo,Southern Rhodesia (now Zimbabwe),ZW,1967-07-21,South Africa,ZA,Albert John,male,519,Lutuli
512,1905-07-29,Jönköping,Sweden,SE,1961-09-18,Northern Rhodesia (now Zambia),ZM,Dag Hjalmar Agne Carl,male,520,Hammarskjöld
513,0000-00-00,,,,0000-00-00,,,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),org,523,
514,1929-01-15,"Atlanta, GA",USA,US,1968-04-04,USA,US,Martin Luther,male,524,King Jr.
515,0000-00-00,,,,0000-00-00,,,United Nations Children's Fund (UNICEF),org,525,
516,1887-10-05,Bayonne,France,FR,1976-02-20,France,FR,René,male,526,Cassin
517,0000-00-00,,,,0000-00-00,,,International Labour Organization (I.L.O.),org,527,
518,1914-03-25,"Cresco, IA",USA,US,2009-09-12,USA,US,Norman E.,male,528,Borlaug
519,1913-12-18,Lübeck,Germany,DE,1992-10-08,Germany,DE,Willy,male,529,Brandt
520,1923-05-27,Fürth,Germany,DE,0000-00-00,,,Henry A.,male,530,Kissinger
521,1911-10-14,Nam Ha province,Vietnam,VN,1990-10-13,Vietnam,VN,Le Duc Tho,male,531,
522,1904-01-26,Paris,France,FR,1988-01-15,Ireland,IE,Seán,male,532,MacBride
523,1901-03-27,Tabuse,Japan,JP,1975-06-03,Japan,JP,Eisaku,male,533,Sato
524,1921-05-21,Moscow,Russia,RU,1989-12-14,USSR (now Russia),RU,Andrei Dmitrievich,male,534,Sakharov
525,1943-05-22,Belfast,Northern Ireland,GB,0000-00-00,,,Betty,female,535,Williams
526,1944-01-27,Belfast,Northern Ireland,GB,0000-00-00,,,Mairead,female,536,Corrigan
527,0000-00-00,,,,0000-00-00,,,Amnesty International,org,537,
528,1918-12-25,Mit Abu al-Kawm,Egypt,EG,1981-10-06,Egypt,EG,Mohamed Anwar,male,538,al-Sadat
529,1913-08-16,Brest Litovsk,Russian Empire (now Belarus),BY,1992-03-09,Israel,IL,Menachem,male,539,Begin
530,1910-08-26,Uskup (now Skopje),Ottoman Empire (now Republic of Macedonia),MK,1997-09-05,India,IN,Mother Teresa,female,540,
531,1931-11-26,Buenos Aires,Argentina,AR,0000-00-00,,,Adolfo,male,541,Pérez Esquivel
532,1902-01-31,Uppsala,Sweden,SE,1986-02-01,Sweden,SE,Alva,female,543,Myrdal
533,1911-03-20,Zamora,Mexico,MX,1991-09-02,Mexico,MX,Alfonso,male,544,García Robles
534,1943-09-29,Popowo,Poland,PL,0000-00-00,,,Lech,male,545,Walesa
535,1931-10-07,Klerksdorp,South Africa,ZA,0000-00-00,,,Desmond Mpilo,male,546,Tutu
536,0000-00-00,,,,0000-00-00,,,International Physicians for the Prevention of Nuclear War,org,547,
537,1928-09-30,Sighet,Romania,RO,2016-07-02,USA,US,Elie,male,548,Wiesel
538,1941-09-13,Heredia,Costa Rica,CR,0000-00-00,,,Oscar,male,549,Arias Sánchez
539,0000-00-00,,,,0000-00-00,,,United Nations Peacekeeping Forces,org,550,
540,1935-07-06,Taktser,Tibet (now People's Republic of China),CN,0000-00-00,,,The 14th Dalai Lama (Tenzin Gyatso),male,551,
541,1931-03-02,Privolnoye,USSR (now Russia),RU,0000-00-00,,,Mikhail Sergeyevich,male,552,Gorbachev
542,1945-06-19,Rangoon (now Yangon),Burma (now Myanmar),MM,0000-00-00,,,Aung San Suu Kyi,female,553,
543,1959-01-09,Aldea Chimel,Guatemala,GT,0000-00-00,,,Rigoberta,female,554,Menchú Tum
544,1918-07-18,Qunu,South Africa,ZA,2013-12-05,South Africa,ZA,Nelson,male,555,Mandela
545,1936-03-18,Johannesburg,South Africa,ZA,0000-00-00,,,Frederik Willem,male,556,de Klerk
546,1929-08-24,Cairo,Egypt,EG,2004-11-11,,,Yasser,male,557,Arafat
547,1923-08-16,Vishneva,Poland (now Belarus),BY,2016-09-28,Israel,IL,Shimon,male,558,Peres
548,1922-03-01,Jerusalem,British Mandate of Palestine (now Israel),IL,1995-11-04,Israel,IL,Yitzhak,male,559,Rabin
549,1908-11-04,Warsaw,Russian Empire (now Poland),PL,2005-08-31,United Kingdom,GB,Joseph,male,560,Rotblat
550,0000-00-00,,,,0000-00-00,,,Pugwash Conferences on Science and World Affairs,org,561,
551,1948-02-03,Wailacama,East Timor,TL,0000-00-00,,,Carlos Filipe Ximenes,male,562,Belo
552,1949-12-26,Dili,East Timor,TL,0000-00-00,,,José,male,563,Ramos-Horta
553,0000-00-00,,,,0000-00-00,,,International Campaign to Ban Landmines (ICBL),org,564,
554,1950-10-09,"Putney, VT",USA,US,0000-00-00,,,Jody,female,565,Williams
555,1937-01-18,Londonderry,Northern Ireland,GB,0000-00-00,,,John,male,566,Hume
556,1944-10-15,Belfast,Northern Ireland,GB,0000-00-00,,,David,male,567,Trimble
557,0000-00-00,,,,0000-00-00,,,Médecins Sans Frontières,org,568,
558,1839-03-16,Paris,France,FR,1907-09-07,France,FR,Sully,male,569,Prudhomme
559,1817-11-30,Garding,Schleswig (now Germany),DE,1903-11-01,Germany,DE,Christian Matthias Theodor,male,571,Mommsen
560,1832-12-08,Kvikne,Norway,NO,1910-04-26,France,FR,Bjørnstjerne Martinus,male,572,Bjørnson
561,1830-09-08,Maillane,France,FR,1914-03-25,France,FR,Frédéric,male,573,Mistral
562,1832-04-19,Madrid,Spain,ES,1916-09-04,Spain,ES,José,male,574,Echegaray y Eizaguirre
563,1846-05-05,Wola Okrzejska,Poland,PL,1916-11-15,Switzerland,CH,Henryk,male,575,Sienkiewicz
564,1835-07-27,Val di Castello,Tuscany (now Italy),IT,1907-02-16,Italy,IT,Giosuè,male,576,Carducci
565,1865-12-30,Bombay,British India (now India),IN,1936-01-18,United Kingdom,GB,Rudyard,male,577,Kipling
566,1846-01-05,Aurich,East Friesland (now Germany),DE,1926-09-14,Germany,DE,Rudolf Christoph,male,578,Eucken
567,1858-11-20,Mårbacka,Sweden,SE,1940-03-16,Sweden,SE,Selma Ottilia Lovisa,female,579,Lagerlöf
568,1830-03-15,Berlin,Prussia (now Germany),DE,1914-04-02,Germany,DE,Paul Johann Ludwig,male,580,Heyse
569,1862-08-29,Ghent,Belgium,BE,1949-05-06,France,FR,Count Maurice (Mooris) Polidore Marie Bernhard,male,581,Maeterlinck
570,1862-11-15,Bad Salzbrunn,Prussia (now Germany),DE,1946-06-06,Germany (now Poland),PL,Gerhart Johann Robert,male,582,Hauptmann
571,1861-05-07,Calcutta,India,IN,1941-08-07,India,IN,Rabindranath,male,583,Tagore
572,1866-01-29,Clamecy,France,FR,1944-12-30,France,FR,Romain,male,584,Rolland
573,1859-07-06,Olshammar,Sweden,SE,1940-05-20,Sweden,SE,Carl Gustaf Verner,male,585,von Heidenstam
574,1857-06-02,Roholte,Denmark,DK,1919-10-11,Germany,DE,Karl Adolph,male,586,Gjellerup
575,1857-07-24,Fredericia,Denmark,DK,1943-08-21,Denmark,DK,Henrik,male,587,Pontoppidan
576,1845-04-24,Liestal,Switzerland,CH,1924-12-29,Switzerland,CH,Carl Friedrich Georg,male,588,Spitteler
577,1859-08-04,Lom,Norway,NO,1952-02-19,Norway,NO,Knut Pedersen,male,589,Hamsun
578,1844-04-16,Paris,France,FR,1924-10-12,France,FR,Anatole,male,590,France
579,1866-08-12,Madrid,Spain,ES,1954-07-14,Spain,ES,Jacinto,male,592,Benavente
580,1865-06-13,Dublin,Ireland,IE,1939-01-28,France,FR,William Butler,male,593,Yeats
581,1867-05-07,Kobiele Wielkie,Russian Empire (now Poland),PL,1925-12-05,Poland,PL,Wladyslaw Stanislaw,male,594,Reymont
582,1856-07-26,Dublin,Ireland,IE,1950-11-02,United Kingdom,GB,George Bernard,male,596,Shaw
583,1871-09-27,"Nuoro, Sardinia",Italy,IT,1936-08-15,Italy,IT,Grazia,female,597,Deledda
584,1859-10-18,Paris,France,FR,1941-01-04,France,FR,Henri,male,600,Bergson
585,1882-05-20,Kalundborg,Denmark,DK,1949-06-10,Norway,NO,Sigrid,female,601,Undset
586,1875-06-06,Lübeck,Germany,DE,1955-08-12,Switzerland,CH,Thomas,male,602,Mann
587,1885-02-07,"Sauk Centre, MN",USA,US,1951-01-10,Italy,IT,Sinclair,male,603,Lewis
588,1864-07-20,Karlbo,Sweden,SE,1931-04-08,Sweden,SE,Erik Axel,male,604,Karlfeldt
589,1867-08-14,Kingston Hill,United Kingdom,GB,1933-01-31,United Kingdom,GB,John,male,605,Galsworthy
590,1870-10-22,Voronezh,Russia,RU,1953-11-08,France,FR,Ivan Alekseyevich,male,606,Bunin
591,1867-06-28,"Agrigento, Sicily",Italy,IT,1936-12-10,Italy,IT,Luigi,male,607,Pirandello
592,1888-10-16,"New York, NY",USA,US,1953-11-27,USA,US,Eugene Gladstone,male,608,O'Neill
593,1881-03-23,Neuilly-sur-Seine,France,FR,1958-08-22,France,FR,Roger,male,609,Martin du Gard
594,1892-06-26,"Hillsboro, WV",USA,US,1973-03-06,USA,US,Pearl,female,610,Buck
595,1888-09-16,Hämeenkyrö,Russian Empire (now Finland),FI,1964-06-03,Finland,FI,Frans Eemil,male,613,Sillanpää
596,1873-01-20,Farsø,Denmark,DK,1950-11-25,Denmark,DK,Johannes Vilhelm,male,614,Jensen
597,1889-04-07,Vicuña,Chile,CL,1957-01-10,USA,US,Gabriela,female,615,Mistral
598,1877-07-02,Calw,Germany,DE,1962-08-09,Switzerland,CH,Hermann,male,617,Hesse
599,1869-11-22,Paris,France,FR,1951-02-19,France,FR,André Paul Guillaume,male,618,Gide
600,1888-09-26,"St. Louis, MO",USA,US,1965-01-04,United Kingdom,GB,Thomas Stearns,male,619,Eliot
601,1897-09-25,"New Albany, MS",USA,US,1962-07-06,USA,US,William,male,620,Faulkner
602,1872-05-18,Trelleck,United Kingdom,GB,1970-02-02,United Kingdom,GB,Earl (Bertrand Arthur William),male,621,Russell
603,1891-05-23,Växjö,Sweden,SE,1974-07-11,Sweden,SE,Pär Fabian,male,622,Lagerkvist
604,1885-10-11,Bordeaux,France,FR,1970-09-01,France,FR,François,male,623,Mauriac
